date,bill_no,import_export,hs_code,product,product_detail,descript_label,seller,seller_country,seller_port,seller_country_ori,seller_id,seller_id_std,seller_type,buyer,buyer_country,buyer_port,buyer_country_ori,buyer_id,buyer_id_std,buyer_type,quantity,unit,weight_kg,weight_unit_orig,value_usd,uusd,origin_country,transport_mode,source,id,product_label
2025/08/29,107482451420.0,1.0,53012100,"Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - FLAX SHORT FIBER TYPE 24245, tên khoa học: Linum usitatissimum. hàng mới 100%","Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - FLAX SHORT FIBER TYPE 24245, tên khoa học: Linum usitatissimum. hàng mới 100%",[],tex nord sas,France,,France,208875367.0,88211562.0,1.0,công ty tnhh dệt may meishengda việt nam,Vietnam,,Vietnam,192224748.0,74240043.0,0.0,22860.0,kilograms,,,55823.4342,2.44197,france,sea (cont),vietnam_wmb04,-765711562,Scutched Flax Tow
2025/08/22,107462568840.0,1.0,53012100,"Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - Rescutched Flax Short Fiber Type L0 ( Lot 623), tên khoa học: Linum usitatissimum. hàng mới 100%","Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - Rescutched Flax Short Fiber Type L0 ( Lot 623), tên khoa học: Linum usitatissimum. hàng mới 100%",[],callin n.v.,Belgium,,Belgium,193130793.0,78834067.0,1.0,công ty tnhh dệt may meishengda việt nam,Vietnam,,Vietnam,192224748.0,74240043.0,0.0,14420.0,kilograms,,,24209.1612,1.67886,belgium,sea (cont),vietnam_wmb04,-765711557,Rescutched Flax Tow
2025/08/22,107462568840.0,1.0,53012100,"Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - Rescutched Flax Short Fiber Type BV0, tên khoa học: Linum usitatissimum, hàng mới 100%","Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - Rescutched Flax Short Fiber Type BV0, tên khoa học: Linum usitatissimum, hàng mới 100%",[],callin n.v.,Belgium,,Belgium,193130793.0,78834067.0,1.0,công ty tnhh dệt may meishengda việt nam,Vietnam,,Vietnam,192224748.0,74240043.0,0.0,22960.0,kilograms,,,39875.78,1.73675,belgium,sea (cont),vietnam_wmb04,-765711558,Rescutched Flax Tow
2025/08/21,107461991600.0,,53012900,"Xơ dệt gốc thực vật từ lanh đã chải, chưa kéo thành sợi, TYPE TGMM030W, Hàng mới 100%.",,,.tung ga linen&cotton chan,China,--,China,,,,công ty tnhh thương mại sản xuất&dịch vụ hồng phúc long,Vietnam,--,,,,,4950.0,kilograms,,,50985.0,10.3,,,,c0150e1849865fbd0c110098d9a6e2db,Flax/Linen Fiber
2025/08/18,107449191250.0,1.0,53013000,Xơ lanh dạng ngắn( FLAX SHORT FIBRE ) dùng làm nguyên liệu sản xuất sợi lanh - Hàng mới 100%,Xơ lanh dạng ngắn( FLAX SHORT FIBRE ) dùng làm nguyên liệu sản xuất sợi lanh - Hàng mới 100%,[{'key': 'flax tow'}],vlasvezelbedrijf leon vandecasteele,Belgium,,Belgium,205967861.0,23789670.0,0.0,công ty tnhh dệt may suliman,Vietnam,,Vietnam,192224760.0,192224760.0,0.0,105330.0,kilograms,,,121954.2339,1.15783,belgium,sea (cont),vietnam_wmb04,-765711573,Short Flax Fiber
2025/08/18,107451432761.0,,53012900,"P84#&Xơ lanh đã chải kỹ, chưa kéo thành sợi, FLAX FIBER 3.2D X 28MM.dùng làm nguyên liệu sản xuất sợi, hiệu BROTEX, mới 100%",,,wuxi jiayida commerce trade co.ltd.,China,--,China,,,,công ty tnhh brotex việt nam,Vietnam,--,,,,,453.0,kilograms,,,6568.5,14.5,,,,86d843fb09c599fd0e06b951f76107be,Flax/Linen Fiber
2025/08/15,107444915540.0,1.0,53012100,"Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - Rescutched Flax Short Fiber VHL, tên khoa học: Linum usitatissimum. hàng mới 100%","Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - Rescutched Flax Short Fiber VHL, tên khoa học: Linum usitatissimum. hàng mới 100%",[],sarl jocelyn rifflart,France,,France,201760689.0,87014163.0,1.0,công ty tnhh dệt may meishengda việt nam,Vietnam,,Vietnam,192224748.0,74240043.0,0.0,17980.0,kilograms,,,23431.8956,1.30322,france,sea (cont),vietnam_wmb04,-765711556,Rescutched Flax Tow
2025/08/14,107441276500.0,1.0,53013000,Xơ lanh dạng ngắn( Flax Tow Fibres Type 25.141 ) dùng làm nguyên liệu sản xuất sợi lanh - Hàng mới 100%,Xơ lanh dạng ngắn( Flax Tow Fibres Type 25.141 ) dùng làm nguyên liệu sản xuất sợi lanh - Hàng mới 100%,[{'key': 'flax tow'}],profillin n.v.,Italy,,Belgium,208875369.0,20894237.0,1.0,công ty tnhh dệt may suliman,Vietnam,,Vietnam,192224760.0,192224760.0,0.0,31580.0,kilograms,,,45526.3596,1.44162,belgium,sea (cont),vietnam_wmb04,-765711572,Flax Tow
2025/08/14,107441095640.0,1.0,53013000,Xơ lanh dạng ngắn( Rescutched Short Flax Fiber -F0 ) dùng làm nguyên liệu sản xuất sợi lanh - Hàng mới 100%,Xơ lanh dạng ngắn( Rescutched Short Flax Fiber -F0 ) dùng làm nguyên liệu sản xuất sợi lanh - Hàng mới 100%,[{'key': 'flax tow'}],callin n.v.,Belgium,,Belgium,193130793.0,78834067.0,1.0,công ty tnhh dệt may suliman,Vietnam,,Vietnam,192224760.0,192224760.0,0.0,20380.0,kilograms,,,32905.7518,1.61461,belgium,sea (cont),vietnam_wmb04,-765711568,Rescutched Flax Tow
2025/08/14,107441095640.0,1.0,53013000,Xơ lanh dạng ngắn( Rescutched Short Flax Fiber -V1 ) dùng làm nguyên liệu sản xuất sợi lanh - Hàng mới 100%,Xơ lanh dạng ngắn( Rescutched Short Flax Fiber -V1 ) dùng làm nguyên liệu sản xuất sợi lanh - Hàng mới 100%,[{'key': 'flax tow'}],callin n.v.,Belgium,,Belgium,193130793.0,78834067.0,1.0,công ty tnhh dệt may suliman,Vietnam,,Vietnam,192224760.0,192224760.0,0.0,18280.0,kilograms,,,35839.768,1.9606,belgium,sea (cont),vietnam_wmb04,-765711569,Rescutched Flax Tow
2025/08/14,107441095640.0,1.0,53013000,Xơ lanh dạng ngắn( Rescutched Short Flax Fiber -C2 ) dùng làm nguyên liệu sản xuất sợi lanh - Hàng mới 100%,Xơ lanh dạng ngắn( Rescutched Short Flax Fiber -C2 ) dùng làm nguyên liệu sản xuất sợi lanh - Hàng mới 100%,[{'key': 'flax tow'}],callin n.v.,Belgium,,Belgium,193130793.0,78834067.0,1.0,công ty tnhh dệt may suliman,Vietnam,,Vietnam,192224760.0,192224760.0,0.0,49360.0,kilograms,,,136624.0376,2.76791,belgium,sea (cont),vietnam_wmb04,-765711570,Rescutched Flax Tow
2025/08/14,107441095640.0,1.0,53013000,Xơ lanh dạng ngắn( Rescutched Short Flax Fiber -D2 ) dùng làm nguyên liệu sản xuất sợi lanh - Hàng mới 100%,Xơ lanh dạng ngắn( Rescutched Short Flax Fiber -D2 ) dùng làm nguyên liệu sản xuất sợi lanh - Hàng mới 100%,[{'key': 'flax tow'}],callin n.v.,Belgium,,Belgium,193130793.0,78834067.0,1.0,công ty tnhh dệt may suliman,Vietnam,,Vietnam,192224760.0,192224760.0,0.0,25880.0,kilograms,,,77602.9916,2.99857,belgium,sea (cont),vietnam_wmb04,-765711571,Rescutched Flax Tow
2025/08/11,107430986500.0,1.0,53013000,Xơ lanh dạng ngắn( SHORT FIBRE TYPE BOD) dùng làm nguyên liệu sản xuất sợi lanh - Hàng mới 100%,Xơ lanh dạng ngắn( SHORT FIBRE TYPE BOD) dùng làm nguyên liệu sản xuất sợi lanh - Hàng mới 100%,[{'key': 'flax tow'}],van de bilt zaden en vlas,Belgium,,Netherlands,208875368.0,5081231.0,1.0,công ty tnhh dệt may suliman,Vietnam,,Vietnam,192224760.0,192224760.0,0.0,46600.0,kilograms,,,59117.692,1.26862,netherlands,sea (cont),vietnam_wmb04,-765711567,Short Flax Fiber
2025/07/26,107386724060.0,1.0,53012100,"Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - Flax Fibre Type G , tên khoa học: Linum usitatissimum. hàng mới 100%","Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - Flax Fibre Type G , tên khoa học: Linum usitatissimum. hàng mới 100%",[],vlasvezelbedrijf leon vandecasteele,Belgium,,Belgium,205967861.0,23789670.0,0.0,công ty tnhh dệt may meishengda việt nam,Vietnam,,Vietnam,192224748.0,74240043.0,0.0,22060.0,kilograms,,,45637.9486,2.06881,belgium,sea (cont),vietnam_wmb04,-739283647,Short Flax Fiber
2025/07/23,107371275762.0,1.0,53012100,"Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - FLAX FIBER TYPE 2BL, Tên khoa học: Linum usitatissimum,hàng mới 100%","Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - FLAX FIBER TYPE 2BL, Tên khoa học: Linum usitatissimum,hàng mới 100%",[],sas novalin france,Belgium,,France,205967863.0,20539025.0,1.0,công ty tnhh dệt may meishengda việt nam,Vietnam,,Vietnam,192224748.0,74240043.0,0.0,23540.0,kilograms,,,43288.6476,1.83894,france,sea (cont),vietnam_wmb04,-739283645,Short Flax Fiber
2025/07/23,107371275762.0,1.0,53012100,"Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - FLAX FIBER TYPE 2BL, Tên khoa học: Linum usitatissimum, hàng mới 100%","Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - FLAX FIBER TYPE 2BL, Tên khoa học: Linum usitatissimum, hàng mới 100%",[],sas novalin france,Belgium,,France,205967863.0,20539025.0,1.0,công ty tnhh dệt may meishengda việt nam,Vietnam,,Vietnam,192224748.0,74240043.0,0.0,23680.0,kilograms,,,43546.0992,1.83894,france,sea (cont),vietnam_wmb04,-739283644,Short Flax Fiber
2025/07/22,107373613320.0,1.0,53012100,"Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - Rescutched Flax Short Fiber DCL, tên khoa học: Linum usitatissimum. hàng mới 100%","Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - Rescutched Flax Short Fiber DCL, tên khoa học: Linum usitatissimum. hàng mới 100%",[],sarl jocelyn rifflart,France,,France,201760689.0,87014163.0,1.0,công ty tnhh dệt may meishengda việt nam,Vietnam,,Vietnam,192224748.0,74240043.0,0.0,22320.0,kilograms,,,38479.9032,1.72401,france,sea (cont),vietnam_wmb04,-739283646,Rescutched Flax Tow
2025/07/14,107350738350.0,1.0,53012100,"Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - Rescutched Flax Short Fiber Rf: ET-0B, tên khoa học: Linum usitatissimum. hàng mới 100%","Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - Rescutched Flax Short Fiber Rf: ET-0B, tên khoa học: Linum usitatissimum. hàng mới 100%",[],liniere de bosc nouvel s.a.,France,,France,201760690.0,26725401.0,1.0,công ty tnhh dệt may meishengda việt nam,Vietnam,,Vietnam,192224748.0,74240043.0,0.0,40640.0,kilograms,,,42473.2704,1.04511,france,sea (cont),vietnam_wmb04,-739283642,Rescutched Flax Tow
2025/07/14,107350738350.0,1.0,53012100,"Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - Rescutched Flax Short Fiber Rf: ET-0, tên khoa học: Linum usitatissimum. hàng mới 100%","Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - Rescutched Flax Short Fiber Rf: ET-0, tên khoa học: Linum usitatissimum. hàng mới 100%",[],liniere de bosc nouvel s.a.,France,,France,201760690.0,26725401.0,1.0,công ty tnhh dệt may meishengda việt nam,Vietnam,,Vietnam,192224748.0,74240043.0,0.0,117780.0,kilograms,,,225671.1912,1.91604,france,sea (cont),vietnam_wmb04,-739283643,Rescutched Flax Tow
2025/07/09,107338899511.0,1.0,53012100,"Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - Rescutched Flax Short Fiber Lot 625/1,720, tên khoa học: Linum usitatissimum. hàng mới 100%","Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - Rescutched Flax Short Fiber Lot 625/1,720, tên khoa học: Linum usitatissimum. hàng mới 100%",[],callin n.v.,Belgium,,Belgium,193130793.0,78834067.0,1.0,công ty tnhh dệt may meishengda việt nam,Vietnam,,Vietnam,192224748.0,74240043.0,0.0,14900.0,kilograms,,,19219.51,1.2899,belgium,sea (cont),vietnam_wmb04,-739283637,Rescutched Flax Tow
2025/07/09,107338899511.0,1.0,53012100,"Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - Rescutched Flax Short Fiber Type BV0,V0, tên khoa học: Linum usitatissimum. hàng mới 100%","Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - Rescutched Flax Short Fiber Type BV0,V0, tên khoa học: Linum usitatissimum. hàng mới 100%",[],callin n.v.,Belgium,,Belgium,193130793.0,78834067.0,1.0,công ty tnhh dệt may meishengda việt nam,Vietnam,,Vietnam,192224748.0,74240043.0,0.0,41580.0,kilograms,,,58510.1286,1.40717,belgium,sea (cont),vietnam_wmb04,-739283638,Rescutched Flax Tow
2025/07/09,107339075432.0,1.0,53012100,"Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - Rescutched Flax Short Fiber DWB, tên khoa học: Linum usitatissimum. hàng mới 100%","Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - Rescutched Flax Short Fiber DWB, tên khoa học: Linum usitatissimum. hàng mới 100%",[],sarl jocelyn rifflart,France,,France,201760689.0,87014163.0,1.0,công ty tnhh dệt may meishengda việt nam,Vietnam,,Vietnam,192224748.0,74240043.0,0.0,43540.0,kilograms,,,61268.1818,1.40717,france,sea (cont),vietnam_wmb04,-739283640,Rescutched Flax Tow
2025/07/09,107338899511.0,1.0,53012100,"Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - Rescutched Flax Short Fiber Lot 607, tên khoa học: Linum usitatissimum. hàng mới 100%","Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - Rescutched Flax Short Fiber Lot 607, tên khoa học: Linum usitatissimum. hàng mới 100%",[],callin n.v.,Belgium,,Belgium,193130793.0,78834067.0,1.0,công ty tnhh dệt may meishengda việt nam,Vietnam,,Vietnam,192224748.0,74240043.0,0.0,19680.0,kilograms,,,32308.656,1.6417,belgium,sea (cont),vietnam_wmb04,-739283636,Rescutched Flax Tow
2025/07/09,107339075432.0,1.0,53012100,"Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - Rescutched Flax Short Fiber DCL, tên khoa học: Linum usitatissimum. hàng mới 100%","Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - Rescutched Flax Short Fiber DCL, tên khoa học: Linum usitatissimum. hàng mới 100%",[],sarl jocelyn rifflart,France,,France,201760689.0,87014163.0,1.0,công ty tnhh dệt may meishengda việt nam,Vietnam,,Vietnam,192224748.0,74240043.0,0.0,22520.0,kilograms,,,39611.7792,1.75896,france,sea (cont),vietnam_wmb04,-739283641,Rescutched Flax Tow
2025/07/09,107339075432.0,1.0,53012100,"Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - Rescutched Flax Short Fiber VDBF, tên khoa học: Linum usitatissimum. hàng mới 100%","Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - Rescutched Flax Short Fiber VDBF, tên khoa học: Linum usitatissimum. hàng mới 100%",[],sarl jocelyn rifflart,France,,France,201760689.0,87014163.0,1.0,công ty tnhh dệt may meishengda việt nam,Vietnam,,Vietnam,192224748.0,74240043.0,0.0,21520.0,kilograms,,,40376.2544,1.87622,france,sea (cont),vietnam_wmb04,-739283639,Rescutched Flax Tow
2025/07/04,107323850320.0,1.0,53013000,Xơ lanh dạng ngắn( Scutched Flax Tow Fiber RF: ET-0 ) dùng làm nguyên liệu sản xuất sợi lanh - Hàng mới 100%,Xơ lanh dạng ngắn( Scutched Flax Tow Fiber RF: ET-0 ) dùng làm nguyên liệu sản xuất sợi lanh - Hàng mới 100%,[{'key': 'flax tow'}],liniere de bosc nouvel s.a.,France,,France,205967865.0,26725401.0,1.0,công ty tnhh dệt may suliman,Vietnam,,Vietnam,192224760.0,192224760.0,0.0,84980.0,kilograms,,,117933.5444,1.38778,france,sea (cont),vietnam_wmb04,-739283651,Scutched Flax Tow
2025/07/02,107316848550.0,1.0,53013000,"Xơ lanh dạng ngắn( Short Flax Fiber -BRUT,100% Flax ) dùng làm nguyên liệu sản xuất sợi lanh - Hàng mới 100%","Xơ lanh dạng ngắn( Short Flax Fiber -BRUT,100% Flax ) dùng làm nguyên liệu sản xuất sợi lanh - Hàng mới 100%",[{'key': 'flax tow'}],sas f&c international,France,,France,205967867.0,205967867.0,1.0,công ty tnhh dệt may suliman,Vietnam,,Vietnam,192224760.0,192224760.0,0.0,61640.0,kilograms,,,99800.0912,1.61908,france,sea (cont),vietnam_wmb04,-739283649,Short Flax Fiber
2025/07/02,107316872350.0,1.0,53013000,"Xơ lanh dạng ngắn( Short Flax Fiber -BRUT,100% Flax ) dùng làm nguyên liệu sản xuất sợi lanh - Hàng mới 100%","Xơ lanh dạng ngắn( Short Flax Fiber -BRUT,100% Flax ) dùng làm nguyên liệu sản xuất sợi lanh - Hàng mới 100%",[{'key': 'flax tow'}],sas f&c international,France,,France,205967867.0,205967867.0,1.0,công ty tnhh dệt may suliman,Vietnam,,Vietnam,192224760.0,192224760.0,0.0,20460.0,kilograms,,,33126.3768,1.61908,france,sea (cont),vietnam_wmb04,-739283650,Short Flax Fiber
2025/06/24,107289689621.0,1.0,53012100,"Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - SCUTCHED FLAX SHORT FIBER BRUT, hàng mới 100%","Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - SCUTCHED FLAX SHORT FIBER BRUT, hàng mới 100%",[],linlux,France,,France,200415493.0,141409951.0,1.0,công ty tnhh dệt may meishengda việt nam,Vietnam,,Vietnam,192224748.0,74240043.0,0.0,100300.0,kilograms,,,97192.706,0.96902,france,sea (cont),vietnam_wmb04,-670839975,Scutched Flax Tow
2025/06/19,107281730840.0,1.0,53013000,Xơ lanh dạng ngắn( Scutched Flax Tow Fiber RF: ET-0RC ) dùng làm nguyên liệu sản xuất sợi lanh - Hàng mới 100%,Xơ lanh dạng ngắn( Scutched Flax Tow Fiber RF: ET-0RC ) dùng làm nguyên liệu sản xuất sợi lanh - Hàng mới 100%,[{'key': 'flax tow'}],liniere de bosc nouvel s.a.,France,,France,205967865.0,26725401.0,1.0,công ty tnhh dệt may suliman,Vietnam,,Vietnam,192224760.0,192224760.0,0.0,22280.0,kilograms,,,25431.2832,1.14144,france,sea (cont),vietnam_wmb04,-670839985,Scutched Flax Tow
2025/06/19,107281730840.0,1.0,53013000,Xơ lanh dạng ngắn( Scutched Flax Tow Fiber ET-0R ) dùng làm nguyên liệu sản xuất sợi lanh - Hàng mới 100%,Xơ lanh dạng ngắn( Scutched Flax Tow Fiber ET-0R ) dùng làm nguyên liệu sản xuất sợi lanh - Hàng mới 100%,[{'key': 'flax tow'}],liniere de bosc nouvel s.a.,France,,France,205967865.0,26725401.0,1.0,công ty tnhh dệt may suliman,Vietnam,,Vietnam,192224760.0,192224760.0,0.0,43600.0,kilograms,,,59720.228,1.36973,france,sea (cont),vietnam_wmb04,-670839986,Scutched Flax Tow
2025/06/17,107275633510.0,1.0,53013000,Xơ lanh dạng ngắn( Short Flax Fiber -0T/BRUT-100% Flax ) dùng làm nguyên liệu sản xuất sợi lanh - Hàng mới 100%,Xơ lanh dạng ngắn( Short Flax Fiber -0T/BRUT-100% Flax ) dùng làm nguyên liệu sản xuất sợi lanh - Hàng mới 100%,[{'key': 'flax tow'}],sas f&c international,France,,France,205967867.0,205967867.0,1.0,công ty tnhh dệt may suliman,Vietnam,,Vietnam,192224760.0,192224760.0,0.0,19780.0,kilograms,,,23706.5278,1.19851,france,sea (cont),vietnam_wmb04,-670839984,Short Flax Fiber
2025/06/17,107270235552.0,1.0,53012100,"Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - FLAX FIBERS TYPE 2BL, hàng mới 100%","Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - FLAX FIBERS TYPE 2BL, hàng mới 100%",[],sas novalin france,Belgium,,France,205967863.0,20539025.0,1.0,công ty tnhh dệt may meishengda việt nam,Vietnam,,Vietnam,192224748.0,74240043.0,0.0,23300.0,kilograms,,,29255.247,1.25559,france,sea (cont),vietnam_wmb04,-670839973,Short Flax Fiber
2025/06/17,107270235552.0,1.0,53012100,"Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - FLAX FIBERS TYPE 2BL, hàng mới 100%","Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - FLAX FIBERS TYPE 2BL, hàng mới 100%",[],sas novalin france,Belgium,,France,205967863.0,20539025.0,1.0,công ty tnhh dệt may meishengda việt nam,Vietnam,,Vietnam,192224748.0,74240043.0,0.0,23600.0,kilograms,,,29631.924,1.25559,france,sea (cont),vietnam_wmb04,-670839974,Short Flax Fiber
2025/06/17,107269409812.0,1.0,53012100,"Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt, Tên khoa học: Linum usitatissimum- SHORT FLAX FIBER LOT 4000, hàng mới 100%","Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt, Tên khoa học: Linum usitatissimum- SHORT FLAX FIBER LOT 4000, hàng mới 100%",[],debruyne,Other,,Belgium,205967862.0,76361053.0,1.0,công ty tnhh dệt may meishengda việt nam,Vietnam,,Vietnam,192224748.0,74240043.0,0.0,43580.0,kilograms,,,55215.86,1.267,belgium,sea (cont),vietnam_wmb04,-670839970,Short Flax Fiber
2025/06/17,107269409812.0,1.0,53012100,"Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt, Tên khoa học: Linum usitatissimum- SHORT FLAX FIBER LOT 1000, hàng mới 100%","Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt, Tên khoa học: Linum usitatissimum- SHORT FLAX FIBER LOT 1000, hàng mới 100%",[],debruyne,Other,,Belgium,205967862.0,76361053.0,1.0,công ty tnhh dệt may meishengda việt nam,Vietnam,,Vietnam,192224748.0,74240043.0,0.0,17040.0,kilograms,,,22562.1528,1.32407,belgium,sea (cont),vietnam_wmb04,-670839972,Short Flax Fiber
2025/06/17,107267813701.0,1.0,53012100,"Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt, tên khoa học: Linum usitatissimum - Scutched Short Fibre Type 3374 = 196 Bales, hàng mới 100%","Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt, tên khoa học: Linum usitatissimum - Scutched Short Fibre Type 3374 = 196 Bales, hàng mới 100%",[],vlasvezelbedrijf leon vandecasteele,Belgium,,Belgium,205967861.0,23789670.0,0.0,công ty tnhh dệt may meishengda việt nam,Vietnam,,Vietnam,192224748.0,74240043.0,0.0,21220.0,kilograms,,,30276.696,1.4268,belgium,sea (cont),vietnam_wmb04,-670839969,Scutched Flax Tow
2025/06/17,107269409812.0,1.0,53012100,"Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt, Tên khoa học: Linum usitatissimum- SHORT FLAX FIBER LOT 2000, hàng mới 100%","Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt, Tên khoa học: Linum usitatissimum- SHORT FLAX FIBER LOT 2000, hàng mới 100%",[],debruyne,Other,,Belgium,205967862.0,76361053.0,1.0,công ty tnhh dệt may meishengda việt nam,Vietnam,,Vietnam,192224748.0,74240043.0,0.0,42560.0,kilograms,,,63639.5424,1.49529,belgium,sea (cont),vietnam_wmb04,-670839971,Short Flax Fiber
2025/06/17,107267813701.0,1.0,53012100,"Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt, tên khoa học: Linum usitatissimum - Scutched Short Fibre Type 3365 = 392 Bales, hàng mới 100%","Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt, tên khoa học: Linum usitatissimum - Scutched Short Fibre Type 3365 = 392 Bales, hàng mới 100%",[],vlasvezelbedrijf leon vandecasteele,Belgium,,Belgium,205967861.0,23789670.0,0.0,công ty tnhh dệt may meishengda việt nam,Vietnam,,Vietnam,192224748.0,74240043.0,0.0,44520.0,kilograms,,,81307.3212,1.82631,belgium,sea (cont),vietnam_wmb04,-670839968,Scutched Flax Tow
2025/06/17,107267813701.0,1.0,53012100,"Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt, tên khoa học: Linum usitatissimum - Scutched Short Fibre Type 3343 = 180 Bales, hàng mới 100%","Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt, tên khoa học: Linum usitatissimum - Scutched Short Fibre Type 3343 = 180 Bales, hàng mới 100%",[],vlasvezelbedrijf leon vandecasteele,Belgium,,Belgium,205967861.0,23789670.0,0.0,công ty tnhh dệt may meishengda việt nam,Vietnam,,Vietnam,192224748.0,74240043.0,0.0,21820.0,kilograms,,,49812.6598,2.28289,belgium,sea (cont),vietnam_wmb04,-670839967,Scutched Flax Tow
2025/06/16,107257964922.0,1.0,53012100,"XOLANH#&Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - flax short fiber (Dòng hàng 01 tk 106153972042 NGÀY 21/03/2024)","XOLANH#&Xơ lanh dạng ngắn đã đập dập, sấy khô dùng sản xuất xơ sợi dệt - flax short fiber (Dòng hàng 01 tk 106153972042 NGÀY 21/03/2024)",[],cong ty tnhh det may meishengda viet nam,Russia,,Russia,205967860.0,205967860.0,1.0,công ty tnhh dệt may meishengda việt nam,Vietnam,,Vietnam,192224748.0,74240043.0,0.0,7726.78,kilograms,,,5408.746,0.7,russia,other,vietnam_wmb04,-670839966,Short Flax Fiber
2025/06/10,107252777220.0,,53013000,"Tô (Tow) Lanh (Sample 412) dạng ngắn (dùng trong nhà máy dệt sợi), mới 100%. NSX : VIC LEDENT TEXTILES B.V.",,,hong kong fashion industrial limited,France,--,France,,,,công ty tnhh công nghệ kỹ thuật ngân hà,Vietnam,--,,,,,45680.0,kilograms,,,64819.92,1.419,,,,4367d60359a7c864c2be201dd07dc5b9,Flax Tow
